2022-10-13 13:04:40,783 INFO  Logger.cs: 70 - 
2022-10-13 13:06:46,827 INFO  ExportHelperExtension.cs: 1136 - Found 31 in 0 - motagem oficial 3
2022-10-13 13:06:46,827 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in 0 - motagem oficial 3
2022-10-13 13:06:46,827 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-10-13 13:06:46,827 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-10-13 13:06:46,827 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ArUco-1
2022-10-13 13:06:46,828 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ArUco-1
2022-10-13 13:06:46,828 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ArUco-1
2022-10-13 13:06:46,828 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Suporte ArUco-2
2022-10-13 13:06:46,829 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Suporte ArUco-2
2022-10-13 13:06:46,829 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Suporte ArUco-2
2022-10-13 13:06:46,829 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 0- Montagem oficial-1
2022-10-13 13:06:46,829 INFO  ExportHelperExtension.cs: 1136 - Found 71 in 0- Montagem oficial-1
2022-10-13 13:06:46,830 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 0- Montagem oficial-1
2022-10-13 13:06:47,172 INFO  SwAddin.cs: 339 - Loading config tree
2022-10-13 13:06:47,175 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-10-13 13:06:47,176 INFO  SwAddin.cs: 344 - Showing property manager
2022-10-13 13:07:09,885 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-13 13:07:10,382 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-13 13:07:11,713 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-13 13:07:12,937 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-13 13:07:39,312 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-13 13:07:46,585 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-13 13:08:12,392 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-13 13:08:16,223 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-13 13:08:45,751 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-13 13:09:54,517 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-13 13:10:00,503 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-10-13 13:10:02,187 INFO  ExportHelperExtension.cs: 347 - Creating joint RodaEsquerda_Link
2022-10-13 13:10:02,193 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2022-10-13 13:10:02,194 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2022-10-13 13:10:02,194 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2022-10-13 13:10:02,194 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2022-10-13 13:10:02,195 INFO  ExportHelperExtension.cs: 1409 - Component 73 is already fixed
2022-10-13 13:10:02,195 INFO  ExportHelperExtension.cs: 1402 - Fixing 72
2022-10-13 13:10:02,195 INFO  ExportHelperExtension.cs: 1409 - Component 72 is already fixed
2022-10-13 13:10:02,195 INFO  ExportHelperExtension.cs: 1402 - Fixing 106
2022-10-13 13:10:02,195 INFO  ExportHelperExtension.cs: 1409 - Component 106 is already fixed
2022-10-13 13:10:02,196 INFO  ExportHelperExtension.cs: 1402 - Fixing 102
2022-10-13 13:10:02,196 INFO  ExportHelperExtension.cs: 1409 - Component 102 is already fixed
2022-10-13 13:10:02,196 INFO  ExportHelperExtension.cs: 1402 - Fixing 103
2022-10-13 13:10:02,196 INFO  ExportHelperExtension.cs: 1409 - Component 103 is already fixed
2022-10-13 13:10:02,196 INFO  ExportHelperExtension.cs: 1402 - Fixing 104
2022-10-13 13:10:02,197 INFO  ExportHelperExtension.cs: 1409 - Component 104 is already fixed
2022-10-13 13:10:02,197 INFO  ExportHelperExtension.cs: 1402 - Fixing 105
2022-10-13 13:10:02,197 INFO  ExportHelperExtension.cs: 1409 - Component 105 is already fixed
2022-10-13 13:10:02,197 INFO  ExportHelperExtension.cs: 1402 - Fixing 92
2022-10-13 13:10:02,198 INFO  ExportHelperExtension.cs: 1409 - Component 92 is already fixed
2022-10-13 13:10:02,198 INFO  ExportHelperExtension.cs: 1402 - Fixing 70
2022-10-13 13:10:02,198 INFO  ExportHelperExtension.cs: 1409 - Component 70 is already fixed
2022-10-13 13:10:02,198 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2022-10-13 13:10:02,199 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2022-10-13 13:10:02,199 INFO  ExportHelperExtension.cs: 1402 - Fixing 71
2022-10-13 13:10:02,487 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-10-13 13:10:02,487 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-10-13 13:10:02,488 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-10-13 13:10:02,488 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-10-13 13:10:02,568 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 71
2022-10-13 13:10:03,516 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child RodaEsquerda_Link failed
2022-10-13 13:10:03,832 INFO  ExportHelperExtension.cs: 347 - Creating joint RodaDireita_Link
2022-10-13 13:10:03,833 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2022-10-13 13:10:03,833 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2022-10-13 13:10:03,833 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2022-10-13 13:10:03,833 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2022-10-13 13:10:03,834 INFO  ExportHelperExtension.cs: 1409 - Component 73 is already fixed
2022-10-13 13:10:03,834 INFO  ExportHelperExtension.cs: 1402 - Fixing 72
2022-10-13 13:10:03,834 INFO  ExportHelperExtension.cs: 1409 - Component 72 is already fixed
2022-10-13 13:10:03,834 INFO  ExportHelperExtension.cs: 1402 - Fixing 106
2022-10-13 13:10:03,835 INFO  ExportHelperExtension.cs: 1409 - Component 106 is already fixed
2022-10-13 13:10:03,835 INFO  ExportHelperExtension.cs: 1402 - Fixing 102
2022-10-13 13:10:03,835 INFO  ExportHelperExtension.cs: 1409 - Component 102 is already fixed
2022-10-13 13:10:03,835 INFO  ExportHelperExtension.cs: 1402 - Fixing 103
2022-10-13 13:10:03,835 INFO  ExportHelperExtension.cs: 1409 - Component 103 is already fixed
2022-10-13 13:10:03,836 INFO  ExportHelperExtension.cs: 1402 - Fixing 104
2022-10-13 13:10:03,836 INFO  ExportHelperExtension.cs: 1409 - Component 104 is already fixed
2022-10-13 13:10:03,836 INFO  ExportHelperExtension.cs: 1402 - Fixing 105
2022-10-13 13:10:03,836 INFO  ExportHelperExtension.cs: 1409 - Component 105 is already fixed
2022-10-13 13:10:03,837 INFO  ExportHelperExtension.cs: 1402 - Fixing 92
2022-10-13 13:10:03,837 INFO  ExportHelperExtension.cs: 1409 - Component 92 is already fixed
2022-10-13 13:10:03,837 INFO  ExportHelperExtension.cs: 1402 - Fixing 70
2022-10-13 13:10:03,837 INFO  ExportHelperExtension.cs: 1409 - Component 70 is already fixed
2022-10-13 13:10:03,838 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2022-10-13 13:10:03,838 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2022-10-13 13:10:03,838 INFO  ExportHelperExtension.cs: 1402 - Fixing 71
2022-10-13 13:10:04,121 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-10-13 13:10:04,121 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-10-13 13:10:04,125 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-10-13 13:10:04,125 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-10-13 13:10:04,153 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 71
2022-10-13 13:10:05,105 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child RodaDireita_Link failed
2022-10-13 13:10:05,424 INFO  ExportHelperExtension.cs: 347 - Creating joint RodaEsferica_Link
2022-10-13 13:10:05,424 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2022-10-13 13:10:05,425 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2022-10-13 13:10:05,425 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2022-10-13 13:10:05,425 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2022-10-13 13:10:05,425 INFO  ExportHelperExtension.cs: 1409 - Component 73 is already fixed
2022-10-13 13:10:05,426 INFO  ExportHelperExtension.cs: 1402 - Fixing 72
2022-10-13 13:10:05,426 INFO  ExportHelperExtension.cs: 1409 - Component 72 is already fixed
2022-10-13 13:10:05,426 INFO  ExportHelperExtension.cs: 1402 - Fixing 106
2022-10-13 13:10:05,426 INFO  ExportHelperExtension.cs: 1409 - Component 106 is already fixed
2022-10-13 13:10:05,426 INFO  ExportHelperExtension.cs: 1402 - Fixing 102
2022-10-13 13:10:05,427 INFO  ExportHelperExtension.cs: 1409 - Component 102 is already fixed
2022-10-13 13:10:05,427 INFO  ExportHelperExtension.cs: 1402 - Fixing 103
2022-10-13 13:10:05,427 INFO  ExportHelperExtension.cs: 1409 - Component 103 is already fixed
2022-10-13 13:10:05,427 INFO  ExportHelperExtension.cs: 1402 - Fixing 104
2022-10-13 13:10:05,427 INFO  ExportHelperExtension.cs: 1409 - Component 104 is already fixed
2022-10-13 13:10:05,428 INFO  ExportHelperExtension.cs: 1402 - Fixing 105
2022-10-13 13:10:05,428 INFO  ExportHelperExtension.cs: 1409 - Component 105 is already fixed
2022-10-13 13:10:05,428 INFO  ExportHelperExtension.cs: 1402 - Fixing 92
2022-10-13 13:10:05,428 INFO  ExportHelperExtension.cs: 1409 - Component 92 is already fixed
2022-10-13 13:10:05,429 INFO  ExportHelperExtension.cs: 1402 - Fixing 70
2022-10-13 13:10:05,429 INFO  ExportHelperExtension.cs: 1409 - Component 70 is already fixed
2022-10-13 13:10:05,429 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2022-10-13 13:10:05,429 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2022-10-13 13:10:05,429 INFO  ExportHelperExtension.cs: 1402 - Fixing 71
2022-10-13 13:10:05,713 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-10-13 13:10:05,713 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-10-13 13:10:05,713 INFO  ExportHelperExtension.cs: 849 - L1: 0
2022-10-13 13:10:05,714 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-10-13 13:10:05,714 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 71
2022-10-13 13:10:06,667 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child RodaEsferica_Link failed
2022-10-13 13:10:06,672 INFO  ExportHelperExtension.cs: 347 - Creating joint ArUco_Link
2022-10-13 13:10:06,672 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2022-10-13 13:10:06,672 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2022-10-13 13:10:06,672 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2022-10-13 13:10:06,673 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2022-10-13 13:10:06,673 INFO  ExportHelperExtension.cs: 1409 - Component 73 is already fixed
2022-10-13 13:10:06,673 INFO  ExportHelperExtension.cs: 1402 - Fixing 72
2022-10-13 13:10:06,673 INFO  ExportHelperExtension.cs: 1409 - Component 72 is already fixed
2022-10-13 13:10:06,674 INFO  ExportHelperExtension.cs: 1402 - Fixing 106
2022-10-13 13:10:06,674 INFO  ExportHelperExtension.cs: 1409 - Component 106 is already fixed
2022-10-13 13:10:06,674 INFO  ExportHelperExtension.cs: 1402 - Fixing 102
2022-10-13 13:10:06,674 INFO  ExportHelperExtension.cs: 1409 - Component 102 is already fixed
2022-10-13 13:10:06,674 INFO  ExportHelperExtension.cs: 1402 - Fixing 103
2022-10-13 13:10:06,675 INFO  ExportHelperExtension.cs: 1409 - Component 103 is already fixed
2022-10-13 13:10:06,675 INFO  ExportHelperExtension.cs: 1402 - Fixing 104
2022-10-13 13:10:06,675 INFO  ExportHelperExtension.cs: 1409 - Component 104 is already fixed
2022-10-13 13:10:06,675 INFO  ExportHelperExtension.cs: 1402 - Fixing 105
2022-10-13 13:10:06,676 INFO  ExportHelperExtension.cs: 1409 - Component 105 is already fixed
2022-10-13 13:10:06,676 INFO  ExportHelperExtension.cs: 1402 - Fixing 92
2022-10-13 13:10:06,676 INFO  ExportHelperExtension.cs: 1409 - Component 92 is already fixed
2022-10-13 13:10:06,676 INFO  ExportHelperExtension.cs: 1402 - Fixing 70
2022-10-13 13:10:06,676 INFO  ExportHelperExtension.cs: 1409 - Component 70 is already fixed
2022-10-13 13:10:06,677 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2022-10-13 13:10:06,677 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2022-10-13 13:10:06,677 INFO  ExportHelperExtension.cs: 1402 - Fixing 71
2022-10-13 13:10:06,993 INFO  : 0 - R1: 3, System.__ComObject, 3, System.Double[]
2022-10-13 13:10:06,995 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-10-13 13:10:06,997 INFO  : 0 - L1: 2, System.Double[]
2022-10-13 13:10:06,998 INFO  : 0 - L2: , System.Double[]
2022-10-13 13:10:06,998 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 71
2022-10-13 13:10:07,943 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child ArUco_Link failed
2022-10-13 13:10:08,018 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 0 - motagem oficial 3
2022-10-13 13:10:08,021 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 0 - motagem oficial 3
2022-10-13 13:10:08,021 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in 0 - motagem oficial 3
2022-10-13 13:10:08,022 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-10-13 13:10:08,022 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-10-13 13:10:08,022 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ArUco-1
2022-10-13 13:10:08,022 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ArUco-1
2022-10-13 13:10:08,023 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ArUco-1
2022-10-13 13:10:08,023 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Suporte ArUco-2
2022-10-13 13:10:08,023 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Suporte ArUco-2
2022-10-13 13:10:08,023 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Suporte ArUco-2
2022-10-13 13:10:08,024 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 0- Montagem oficial-1
2022-10-13 13:10:08,024 INFO  ExportHelperExtension.cs: 1136 - Found 71 in 0- Montagem oficial-1
2022-10-13 13:10:08,024 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 0- Montagem oficial-1
2022-10-13 13:10:08,025 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 0 - motagem oficial 3
2022-10-13 13:10:08,025 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 0 - motagem oficial 3
2022-10-13 13:10:08,025 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in 0 - motagem oficial 3
2022-10-13 13:10:08,025 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-10-13 13:10:08,026 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-10-13 13:10:08,026 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ArUco-1
2022-10-13 13:10:08,026 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ArUco-1
2022-10-13 13:10:08,026 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ArUco-1
2022-10-13 13:10:08,027 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Suporte ArUco-2
2022-10-13 13:10:08,027 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Suporte ArUco-2
2022-10-13 13:10:08,027 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Suporte ArUco-2
2022-10-13 13:10:08,028 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 0- Montagem oficial-1
2022-10-13 13:10:08,028 INFO  ExportHelperExtension.cs: 1136 - Found 71 in 0- Montagem oficial-1
2022-10-13 13:10:08,028 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 0- Montagem oficial-1
2022-10-13 13:10:08,056 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-10-13 13:11:49,525 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2022-10-13 13:11:49,528 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
